Family ID	<61>	FRAX08<12>	<33>	FRAX05<50>	Mguttatus<62>	FRAX25<26>	<25>	FRAX14<48>	<21>	<27>	<31>	<23>	FRAX15<18>	<35>	<37>	empty<58>	FRAX32<2>	FRAX21<28>	FRAX33<52>	Oeuropea<56>	FRAX26<46>	FRAX16<16>	FRAX03<40>	FRAX07<8>	FRAX23<24>	FRAX31<54>	<11>	<39>	FRAX09<42>	FRAX19<30>	<13>	FRAX12<6>	<49>	<17>	<43>	<15>	<19>	FRAX29<10>	<9>	<55>	<47>	FRAX01<14>	FRAX00<20>	FRAX13<44>	FRAX20<32>	<45>	<57>	Slycopersicum<60>	<3>	FRAX30<0>	<53>	FRAX27<36>	<51>	FRAX04<38>	<1>	<7>	FRAX11<34>	<41>	<29>	FRAX28<4>	FRAX06<22>	<5>
1824	11	15	19	16	8	13	18	14	17	19	19	17	15	18	19	0	17	15	16	15	17	12	14	16	13	15	18	19	16	19	18	14	18	16	16	13	17	16	18	21	17	13	16	14	13	17	3	14	17	16	21	17	19	15	17	18	17	16	19	16	16	17
33310	12	13	17	15	10	15	18	15	18	19	17	18	13	17	17	0	16	13	15	19	16	16	13	17	15	17	18	17	17	17	18	15	17	17	17	16	18	13	17	24	16	16	17	17	14	17	3	14	16	14	24	15	17	14	16	17	17	17	19	14	15	16
2320	6	14	18	17	6	17	19	14	18	20	18	18	14	17	18	0	13	17	17	13	17	14	15	15	15	18	19	18	17	16	19	15	18	16	17	14	17	17	18	22	17	14	16	16	16	17	1	7	15	12	22	14	18	16	14	18	16	17	20	15	16	16
7815	11	13	16	18	19	13	19	13	19	19	15	19	17	15	16	0	17	14	12	17	18	18	15	14	14	14	19	17	15	12	19	17	17	19	15	19	19	16	19	22	17	20	13	14	13	17	3	5	19	16	22	12	17	11	18	19	14	15	19	19	17	19
11874	6	16	17	18	8	17	20	15	18	20	16	18	14	16	17	0	18	13	15	11	16	16	16	16	15	13	20	18	14	13	20	17	18	17	16	16	17	20	20	21	16	16	15	16	13	16	1	4	19	18	21	14	18	12	19	20	15	16	20	19	15	19
22563	5	14	16	18	5	17	20	18	20	20	15	20	19	14	15	0	19	17	18	13	15	13	17	16	14	12	20	18	16	13	20	16	18	20	18	18	20	18	19	21	18	18	15	18	10	18	1	5	18	16	21	13	18	10	18	19	12	17	20	12	21	18
5726	3	13	20	13	3	13	18	15	16	20	20	16	10	19	20	0	18	8	18	42	14	14	13	13	13	14	18	20	19	22	18	13	18	14	17	14	14	17	18	41	15	10	9	15	14	17	1	3	17	12	38	17	19	15	17	18	18	17	22	17	15	17
9729	16	13	17	15	18	13	18	14	18	19	17	18	15	17	17	0	14	13	15	21	15	14	14	13	15	14	18	17	15	15	18	13	16	17	15	14	18	15	17	24	15	13	18	14	13	15	4	15	16	16	24	10	17	14	16	17	17	15	19	14	14	16
18384	12	17	16	14	15	15	19	16	18	19	16	18	15	15	16	0	16	14	11	23	16	16	13	13	16	14	19	16	14	16	19	14	16	17	14	16	17	17	18	25	16	14	13	14	14	16	3	10	17	17	25	14	16	11	17	18	12	14	19	14	14	17
7449	7	14	17	16	8	14	18	14	17	19	17	17	16	15	17	0	14	14	16	18	16	15	18	15	16	17	18	17	14	15	18	14	17	17	17	17	17	16	17	23	16	17	12	15	17	17	2	7	15	15	23	12	17	13	15	17	14	17	19	15	14	15
43943	10	15	19	15	8	11	19	13	19	20	19	19	15	16	18	0	14	17	15	13	16	15	10	15	15	15	19	19	17	20	19	16	17	18	16	16	19	14	17	21	16	16	20	13	17	16	3	12	15	15	21	15	18	13	15	17	14	16	20	13	16	16
5353	11	13	18	12	12	13	18	13	18	19	17	18	15	18	18	0	16	17	14	14	14	13	12	16	15	17	18	18	17	16	18	14	16	17	15	15	18	14	17	22	14	15	19	12	13	15	3	10	16	14	22	16	17	17	16	17	18	15	19	15	15	16
30928	15	16	16	15	11	13	18	12	17	18	15	17	15	15	16	0	16	12	14	13	14	16	14	15	14	12	18	16	14	13	18	16	16	17	14	16	17	17	18	19	14	16	17	11	13	14	4	20	16	13	19	15	16	15	16	18	13	14	18	16	13	17
33554	10	15	17	13	10	13	18	13	17	19	17	17	14	16	17	0	15	13	13	23	12	13	15	16	15	13	18	17	17	14	18	13	17	16	17	13	17	15	17	25	14	13	16	17	14	17	3	10	15	14	25	15	17	16	15	17	16	17	19	14	15	15
19599	11	14	16	13	9	13	18	14	17	19	16	17	14	16	16	0	15	15	13	20	16	14	14	17	13	12	18	16	14	14	18	13	16	16	14	15	17	13	17	23	16	15	16	14	14	16	3	14	15	15	23	14	16	15	15	17	16	14	19	15	15	15
8580	7	14	18	18	8	14	18	16	17	19	18	17	15	16	18	0	14	13	17	13	15	14	16	15	13	15	18	18	15	15	18	13	18	16	16	14	17	17	18	21	16	12	15	15	15	16	2	7	17	15	21	12	18	14	16	18	15	16	19	17	14	17
41985	8	18	16	16	7	18	20	13	18	20	16	18	12	15	16	0	17	16	10	14	19	16	18	19	11	11	20	17	11	14	20	14	17	17	17	16	18	19	20	21	17	13	18	15	13	17	2	10	19	13	21	14	17	12	17	20	12	17	20	20	17	19
31599	6	16	16	15	7	14	19	14	19	19	15	19	16	15	16	0	13	12	14	17	17	18	13	13	17	13	19	16	14	14	19	15	16	19	14	19	19	15	17	22	16	19	15	13	11	16	1	6	15	13	22	13	16	15	14	17	15	14	19	15	16	16
28760	7	16	17	13	9	16	19	14	19	19	17	19	18	16	17	0	16	15	16	12	13	19	14	10	16	13	19	17	11	13	19	17	16	19	15	19	19	17	18	20	14	13	16	15	16	15	2	6	17	14	20	16	17	15	16	18	11	14	19	17	13	17
17325	5	14	18	15	5	13	18	12	18	19	18	18	12	15	18	0	13	15	18	23	18	13	16	15	12	10	18	18	15	18	18	11	18	15	16	13	18	15	17	25	17	13	18	15	16	17	1	6	16	13	24	14	18	15	14	17	13	16	19	17	16	16
32773	7	15	18	14	6	12	18	13	17	19	18	17	13	17	18	0	13	16	16	14	15	13	15	16	12	15	18	18	15	16	18	15	16	16	15	15	17	16	17	21	15	15	16	14	16	15	2	8	16	16	21	17	17	16	16	17	15	15	19	15	15	16
12738	10	16	17	13	11	13	18	12	17	19	16	17	15	16	17	0	14	15	17	16	12	13	16	13	15	13	18	17	15	15	18	14	16	17	16	16	17	14	16	21	13	16	13	15	12	16	3	10	14	13	21	15	17	14	14	16	15	16	19	13	16	15
24425	17	12	16	15	19	14	16	14	15	17	16	15	9	16	16	0	13	13	14	20	16	9	15	13	13	14	16	16	15	14	16	14	16	13	15	12	14	14	15	23	16	12	13	15	13	16	4	15	15	15	23	16	16	15	15	15	15	15	17	14	14	15
17531	20	10	18	15	24	13	16	13	15	17	18	15	13	17	18	0	15	13	13	11	15	13	13	13	13	13	16	18	14	21	16	13	16	14	14	13	15	14	15	19	15	13	13	14	11	15	5	17	15	13	19	13	17	15	15	15	17	14	18	14	14	15
2322	6	13	17	17	6	14	18	14	17	19	17	17	13	16	17	0	15	15	14	20	15	16	13	14	15	14	18	17	14	14	18	13	17	16	14	16	17	15	17	23	15	14	16	14	15	15	1	7	16	16	23	16	17	14	16	17	13	14	19	16	14	16
14757	4	17	16	8	1	18	21	12	20	21	16	20	16	16	16	0	13	9	14	42	8	11	14	15	7	16	21	16	17	15	21	11	14	19	14	18	19	22	21	42	12	18	13	9	10	14	1	8	18	22	39	13	15	12	18	21	16	14	22	13	20	18
3399	10	12	18	16	9	11	18	13	18	19	18	18	14	17	18	0	15	13	16	17	14	13	9	17	14	16	18	18	16	19	18	12	17	17	15	16	18	13	17	22	14	16	20	13	10	15	3	11	15	14	22	12	18	15	15	17	17	15	19	15	15	15
42733	6	12	18	18	7	13	17	14	16	18	17	16	13	16	18	0	14	14	14	18	16	14	16	16	14	11	17	18	14	13	17	15	18	15	18	15	15	17	17	22	16	15	12	18	16	18	1	6	16	16	22	16	18	14	16	17	13	16	19	14	14	16
43164	9	14	17	13	8	14	17	13	17	18	17	17	14	16	17	0	15	13	16	17	13	14	14	14	13	14	17	17	15	15	17	13	16	16	15	14	17	14	16	21	14	14	15	14	14	15	2	11	15	14	21	15	17	14	15	16	15	15	18	14	16	15
36495	23	12	17	14	20	9	16	14	15	17	17	15	11	14	16	0	13	12	11	23	16	14	18	12	12	14	16	17	15	20	16	11	17	14	17	14	14	16	16	25	16	12	10	13	13	17	6	27	13	11	24	13	17	11	13	16	12	17	18	9	14	13
869	7	14	16	12	9	14	18	13	17	18	16	17	13	15	16	0	16	13	16	13	15	13	16	16	13	15	18	16	17	16	18	13	16	15	16	13	17	12	17	20	15	13	17	13	13	16	2	6	17	17	20	14	16	11	17	17	15	16	18	17	17	17
4977	7	13	16	17	4	16	18	14	17	18	15	17	14	14	16	0	13	11	14	16	15	14	13	14	13	14	18	17	17	13	18	15	17	16	16	16	16	15	16	21	15	16	12	15	13	16	2	10	13	11	21	13	17	14	13	16	12	16	18	12	17	15
35124	3	12	17	17	3	14	19	14	19	19	17	19	10	15	17	0	16	17	14	9	13	16	17	17	20	8	19	17	19	15	19	13	17	16	17	16	17	17	18	18	14	15	10	14	15	17	1	4	17	15	18	12	17	15	16	18	15	17	19	17	16	17
37677	9	14	17	15	9	11	18	13	17	19	17	17	15	17	17	0	14	16	14	14	12	12	12	14	14	15	18	17	16	16	18	12	16	16	15	15	17	15	17	21	13	15	16	12	12	15	2	9	16	16	21	15	16	12	16	17	17	15	19	14	14	16
34835	6	12	18	14	5	15	17	17	16	18	17	16	15	18	18	0	13	13	16	22	13	10	12	13	12	13	17	18	12	14	17	15	17	16	14	15	16	13	16	24	16	15	14	14	14	16	1	7	14	14	24	15	18	15	14	16	18	12	19	14	13	15
28848	8	12	18	14	8	13	17	11	17	18	18	17	13	18	18	0	16	14	15	17	14	12	13	14	15	14	17	18	16	17	17	16	16	15	15	12	17	12	16	22	14	11	16	13	13	15	2	9	16	13	22	16	17	13	16	16	18	15	19	13	16	16
34839	5	13	16	17	7	10	16	17	15	17	15	15	13	15	16	0	14	14	15	14	17	12	15	14	13	12	16	17	14	11	16	15	17	14	15	13	15	15	16	19	17	13	14	15	12	17	1	4	15	14	19	13	17	13	15	16	14	15	17	15	14	15
42314	10	14	16	12	9	13	17	15	16	17	16	16	14	16	16	0	15	13	13	16	15	12	12	15	12	15	17	16	14	13	17	15	15	15	14	14	15	13	16	21	15	14	13	11	14	15	3	11	15	14	21	16	15	14	15	16	16	14	17	13	15	15
5803	3	15	18	13	2	15	19	12	17	19	18	17	15	14	17	0	13	18	13	9	16	13	19	18	13	9	19	18	20	18	19	20	18	16	18	16	16	13	19	19	16	16	3	16	16	18	1	4	19	20	19	8	18	14	19	19	13	19	19	13	15	19
26755	9	14	16	13	10	18	18	14	16	18	16	16	14	14	16	0	16	11	12	15	11	16	13	13	11	11	18	16	13	11	18	17	15	16	13	16	16	15	17	20	14	12	11	12	16	14	2	8	16	15	20	13	15	15	16	17	13	13	18	13	13	17
37854	8	17	15	14	7	13	17	13	16	17	14	16	13	14	15	0	14	12	16	16	11	14	11	12	15	14	17	16	12	12	17	15	16	15	15	14	15	15	16	20	13	14	13	15	12	15	2	10	14	14	20	14	16	12	14	16	12	12	17	14	13	15
29930	6	14	17	14	7	14	18	13	17	19	17	17	9	16	17	0	17	15	17	17	12	10	9	15	13	17	18	17	16	17	18	14	16	15	15	15	17	9	17	23	13	15	16	14	10	15	1	5	17	15	23	15	17	14	17	17	16	15	19	16	15	17
42747	2	12	16	13	2	12	17	14	16	19	16	16	10	10	14	0	14	15	20	28	16	11	13	13	14	12	17	18	21	13	17	14	17	14	17	13	16	14	16	29	16	13	15	15	15	17	1	1	16	13	28	9	18	8	15	16	7	17	20	16	12	16
4930	6	19	13	10	6	15	19	11	19	19	12	18	19	12	13	0	18	13	13	14	13	19	12	14	14	9	19	13	10	8	19	18	13	19	13	19	19	14	18	20	13	17	15	13	11	13	1	6	19	19	20	12	13	9	19	19	8	12	19	15	12	19
5679	24	14	15	12	49	13	16	13	15	16	15	15	14	12	14	0	13	10	16	8	13	12	13	12	13	11	16	15	12	13	16	13	14	14	13	12	14	14	15	16	13	12	8	13	13	13	6	4	13	12	16	11	15	11	13	15	11	13	16	11	14	14
33069	4	13	16	15	3	13	17	12	17	18	16	17	15	13	15	0	13	20	12	8	15	13	15	14	14	12	17	16	14	15	17	13	16	17	16	16	17	14	16	18	15	16	14	18	14	16	1	5	14	14	18	11	16	10	14	16	12	15	18	13	16	14
26221	7	12	17	17	6	12	16	13	16	17	16	16	12	16	17	0	10	13	15	19	13	10	15	14	15	12	16	17	12	11	16	13	17	16	15	16	16	14	15	22	14	16	12	14	13	15	2	9	13	12	22	13	17	15	12	15	16	15	18	13	15	14
35214	13	14	16	11	10	12	17	9	16	18	16	16	10	14	16	0	15	15	14	21	12	11	14	14	12	13	17	16	19	16	17	15	15	14	15	12	16	13	16	23	12	12	16	13	13	15	3	17	15	14	23	11	16	11	15	16	13	15	18	12	11	15
22666	11	14	16	11	10	13	17	12	16	17	16	16	13	16	16	0	11	14	15	15	15	14	12	14	12	13	17	16	13	14	17	11	15	15	13	14	16	14	16	20	15	13	17	13	13	15	3	12	14	11	20	15	16	13	12	16	16	13	17	14	12	14
36691	2	13	15	14	3	14	18	13	16	18	15	16	11	14	15	0	17	13	10	27	14	14	10	18	12	11	18	15	15	12	18	15	15	14	14	14	15	12	18	28	14	11	13	11	14	14	1	1	18	18	27	14	15	11	18	18	13	14	18	14	15	18
22290	4	15	15	12	6	14	18	11	16	20	15	16	8	11	14	0	17	16	17	38	14	9	11	12	8	8	19	16	14	14	19	19	15	13	14	12	15	15	18	37	14	12	14	9	14	14	1	3	17	16	34	10	16	10	17	18	9	14	21	17	15	18
32811	9	11	17	12	9	13	17	11	17	18	17	17	13	17	17	0	14	12	14	14	11	13	12	16	13	16	17	17	16	16	17	13	15	16	14	15	17	12	16	21	12	15	16	12	13	14	2	9	14	14	21	13	16	16	14	16	17	14	18	13	16	14
39843	8	15	15	12	8	11	16	14	16	17	15	16	12	14	15	0	11	14	13	17	13	13	13	12	14	14	16	15	15	13	16	13	15	15	15	13	16	10	15	21	14	13	15	14	14	15	2	9	15	12	21	14	15	14	13	15	13	15	17	15	14	15
13672	6	15	15	10	8	12	17	13	16	17	15	16	15	14	15	0	18	13	13	13	15	11	12	14	12	14	17	15	13	13	17	14	15	16	13	13	16	15	17	19	15	13	14	12	14	15	1	5	17	14	19	12	15	12	17	17	14	13	17	14	14	17
11236	10	8	15	14	8	11	15	13	15	16	15	15	12	15	15	0	13	12	15	16	15	13	14	13	12	13	15	15	14	13	15	13	15	14	14	13	15	13	15	19	15	13	13	12	11	15	3	12	14	14	19	14	15	12	14	15	14	14	16	14	14	14
29033	9	13	15	13	9	11	16	15	15	16	15	15	12	14	15	0	13	10	13	16	13	10	16	14	14	13	16	15	14	12	16	10	15	13	15	10	14	13	15	19	15	10	13	14	13	15	2	10	14	14	19	13	15	14	14	15	12	15	16	14	12	14
18886	11	13	14	12	13	10	17	13	16	17	13	16	13	13	14	0	16	13	16	18	13	13	12	17	12	15	17	15	12	12	17	10	14	15	12	13	16	12	17	22	13	12	16	11	10	13	3	9	16	15	22	12	15	12	16	17	12	12	17	13	15	16
4995	0	16	15	14	0	11	17	15	16	18	15	16	15	13	15	0	12	12	11	24	15	13	17	15	13	13	17	16	16	12	17	12	16	15	16	13	15	15	16	26	15	13	3	15	13	16	1	0	15	15	25	11	16	12	15	16	12	16	18	14	15	15
14438	15	14	14	13	24	12	15	12	14	15	14	14	13	14	14	0	13	12	12	12	11	13	11	13	13	11	15	14	11	11	15	13	14	14	13	13	14	14	15	17	12	13	13	13	12	13	4	8	15	15	17	14	14	12	15	15	13	11	15	14	12	15
9322	8	14	15	13	6	15	16	14	12	17	14	12	11	14	15	0	12	11	13	33	13	10	14	15	8	13	16	15	15	12	16	15	15	12	15	11	12	15	16	33	14	11	8	11	10	15	2	11	16	16	31	14	15	14	16	16	9	15	18	12	10	16
41523	9	11	15	13	10	12	16	11	16	16	15	16	12	15	15	0	13	11	13	17	14	10	14	14	15	13	16	15	14	14	16	13	15	14	14	11	15	11	15	20	14	11	14	12	12	14	2	8	14	14	20	15	15	14	14	15	15	14	16	13	15	14
13876	7	11	15	12	6	12	16	11	16	17	15	16	11	15	15	0	14	14	11	21	15	11	14	13	14	14	16	15	14	14	16	12	15	14	15	13	16	12	15	23	15	13	15	15	11	15	2	9	15	15	23	12	15	12	15	15	15	14	17	11	14	15
22184	19	14	15	14	21	10	14	13	12	15	15	12	8	14	15	0	13	9	13	18	14	8	11	13	9	12	15	15	13	15	15	15	15	10	13	10	11	15	15	20	14	10	10	11	11	14	5	18	15	15	20	12	15	11	15	15	13	13	16	14	11	15
42669	8	9	16	14	10	12	15	14	15	16	16	15	12	16	16	0	11	13	15	17	16	10	14	12	10	15	15	16	16	16	15	13	16	14	16	12	15	12	14	21	16	12	15	12	13	16	2	7	13	11	21	15	16	11	12	14	15	16	17	13	14	13
28049	6	14	14	13	6	12	16	13	16	16	13	16	16	13	14	0	11	12	13	11	12	15	14	15	12	12	16	14	12	11	16	15	14	16	14	16	16	15	16	17	13	16	16	15	11	14	1	7	14	12	17	12	14	12	13	16	11	14	16	14	12	15
787	14	10	14	12	15	14	16	10	14	16	14	14	11	13	14	0	14	14	10	13	17	10	10	13	12	12	16	14	11	13	16	15	14	13	12	11	14	13	16	18	14	11	13	12	13	14	4	13	16	14	18	13	14	13	15	16	12	11	16	16	12	16
42702	4	13	15	15	6	12	16	11	15	17	15	15	11	15	15	0	13	13	13	22	13	14	11	12	12	12	16	15	15	14	16	14	15	14	14	14	15	13	15	24	13	11	13	11	11	14	1	3	15	15	23	15	15	12	15	15	15	14	17	14	13	15
4638	5	10	17	14	5	11	15	10	15	17	17	15	10	16	17	0	12	14	15	18	14	14	13	12	12	11	15	17	14	16	15	13	16	14	14	14	15	13	14	21	14	12	15	11	14	14	1	5	12	11	21	15	17	16	12	14	15	14	18	12	15	13
3437	9	11	14	12	9	13	16	11	15	16	14	15	12	14	14	0	13	14	14	16	12	11	13	14	13	13	16	14	13	13	16	13	14	15	13	14	15	13	15	19	12	14	13	12	13	13	2	10	14	13	19	13	14	10	14	15	13	13	16	14	13	14
26111	9	14	13	13	10	9	18	14	18	18	12	18	13	12	13	0	17	15	10	18	12	9	13	12	14	11	18	14	14	10	18	13	14	17	14	17	17	12	16	21	14	18	14	11	9	14	2	9	16	12	21	10	14	11	16	16	12	14	18	16	20	16
37653	7	13	14	19	10	10	16	12	14	17	13	14	12	13	14	0	13	9	15	12	15	12	11	13	8	10	17	16	13	10	17	16	16	13	15	12	14	16	17	18	15	11	14	15	10	15	2	5	17	19	18	13	16	10	17	17	11	13	17	14	12	17
24213	2	12	16	16	2	13	16	13	16	17	15	16	15	15	16	0	11	14	14	17	14	11	13	11	15	9	16	16	13	13	16	15	16	16	13	13	16	13	15	20	14	13	15	13	12	14	1	1	13	12	20	15	16	12	12	15	14	13	17	12	14	15
2643	2	16	16	16	2	12	17	12	16	17	15	16	15	16	16	0	16	11	10	9	12	15	14	13	12	9	17	16	8	11	17	17	16	16	13	16	16	18	17	17	12	16	7	12	12	13	1	2	17	17	17	15	16	12	17	17	16	13	17	12	13	17
42547	8	11	16	11	10	12	18	11	18	18	16	18	14	13	15	0	15	11	11	12	10	16	10	13	14	12	18	16	10	18	18	12	13	17	10	16	17	15	17	19	11	15	13	10	13	11	2	7	17	19	19	12	14	9	17	17	10	10	18	12	20	17
43460	7	12	15	13	8	13	16	12	15	17	15	15	11	15	15	0	13	14	13	19	12	12	11	13	12	13	16	15	12	13	16	10	14	14	13	13	15	13	15	22	12	13	13	13	11	13	2	7	14	14	22	13	15	12	14	15	15	12	17	13	14	14
7201	6	12	15	14	3	11	16	11	16	16	14	16	13	14	15	0	13	12	13	14	15	11	12	16	11	13	16	15	15	12	16	14	15	15	15	14	16	13	16	19	15	14	15	12	10	15	1	10	14	12	19	13	15	12	13	16	14	15	16	14	15	15
20612	8	10	15	14	10	12	15	13	15	16	15	15	14	15	15	0	12	14	14	13	12	11	12	13	13	13	15	15	13	14	15	12	15	15	13	12	15	11	14	18	13	12	14	12	13	13	2	7	12	12	18	14	15	14	12	14	14	13	16	11	14	13
7604	5	13	15	13	7	11	15	13	14	16	15	14	13	15	15	0	14	13	13	16	14	12	12	12	12	13	15	15	14	14	15	13	15	14	14	12	14	13	14	19	14	11	13	13	13	14	1	4	14	11	19	10	15	13	14	14	15	14	16	14	12	14
33889	11	12	14	11	9	13	15	14	14	15	13	14	11	13	14	0	14	10	10	17	13	11	14	14	11	10	15	14	14	12	15	13	14	13	14	12	14	13	15	19	14	12	12	14	10	14	3	13	14	14	19	12	14	12	14	15	13	14	15	14	13	14
38628	8	14	14	14	6	14	16	12	13	17	14	13	10	13	14	0	13	13	11	21	14	10	16	12	12	12	16	15	11	12	16	14	15	11	15	10	12	16	16	23	14	10	9	14	11	15	2	11	13	13	23	12	15	11	13	16	12	15	17	11	10	14
10953	8	14	15	15	10	12	15	11	14	15	15	14	11	15	15	0	14	11	12	9	13	12	13	12	13	11	15	15	12	13	15	15	15	13	13	12	13	13	15	16	13	11	10	12	13	13	2	7	15	13	16	13	15	12	14	15	15	13	15	16	13	15
28973	9	14	16	11	7	14	16	13	15	17	15	15	13	16	16	0	13	11	11	15	13	11	11	13	13	13	16	16	12	12	16	12	14	14	13	11	15	11	15	20	13	10	14	13	12	13	2	12	15	13	20	15	15	15	14	15	16	12	17	15	10	15
11553	8	11	15	11	8	13	17	9	16	17	15	16	11	15	15	0	13	10	10	18	12	8	10	16	13	13	17	15	14	13	17	14	13	14	13	12	16	15	17	21	12	12	17	9	12	13	2	9	17	15	21	13	14	10	15	17	15	13	17	17	13	17
10981	7	12	16	13	7	10	15	11	15	16	15	15	12	16	16	0	9	10	11	12	13	10	11	14	11	13	15	16	15	13	15	11	15	14	15	13	15	15	15	18	13	13	14	15	13	15	2	8	13	13	18	15	15	13	13	15	17	15	16	11	15	13
32109	7	13	14	12	7	12	15	11	15	15	14	15	11	14	14	0	13	11	14	12	14	13	12	14	12	11	15	14	14	13	15	11	14	14	14	13	15	13	15	17	14	12	14	11	11	14	2	7	13	12	17	14	14	12	13	15	13	14	15	13	15	13
14750	5	10	15	15	6	11	15	12	15	16	14	15	13	14	15	0	12	12	12	18	11	11	12	14	11	13	15	15	15	11	15	10	15	14	14	12	15	14	15	21	12	12	14	13	10	14	1	4	14	13	21	13	15	13	13	15	14	14	16	15	13	14
22195	9	9	15	11	7	11	15	11	15	16	15	15	11	15	15	0	12	11	12	14	14	15	16	13	12	16	15	15	14	14	15	9	15	15	15	15	15	12	14	20	14	8	14	11	12	15	2	11	12	12	20	14	15	13	12	14	15	15	16	10	15	12
36887	8	14	14	11	6	11	16	11	14	16	14	14	10	13	14	0	11	13	14	15	13	13	11	14	12	13	16	14	10	13	16	15	13	13	11	13	14	15	16	19	13	10	13	11	11	13	2	10	13	12	19	13	14	11	12	16	11	11	16	12	12	15
9845	7	10	16	12	6	13	14	15	13	16	16	13	9	12	15	0	9	14	15	20	12	11	12	9	11	13	14	16	10	16	14	13	15	12	13	12	13	11	13	22	15	12	13	13	13	15	2	8	11	10	22	11	16	13	10	13	10	12	17	11	10	13
37123	10	10	15	11	8	13	15	11	14	16	14	14	9	15	15	0	10	12	13	17	12	12	11	14	10	13	15	15	12	11	15	11	14	13	13	13	14	14	15	20	12	13	13	13	12	13	3	12	12	10	20	15	15	13	11	15	14	12	16	12	12	12
288	10	11	13	13	6	12	15	12	14	15	13	14	11	11	13	0	11	13	12	17	13	9	10	11	12	11	15	13	12	12	15	14	13	12	13	11	13	15	15	19	13	11	12	13	11	13	3	15	12	12	19	10	13	13	12	15	10	12	15	11	14	14
15366	4	6	16	10	4	9	17	10	17	19	16	17	10	13	15	0	11	18	12	16	12	20	10	13	9	16	17	16	11	14	17	16	13	17	11	18	17	11	16	22	12	16	10	10	16	12	1	4	14	13	22	12	14	10	13	16	12	11	19	13	17	16
11478	7	12	14	10	15	12	16	10	16	16	14	16	11	13	14	0	13	7	11	13	12	11	10	12	13	11	16	14	12	12	16	13	12	15	12	14	16	13	15	18	12	14	16	11	12	12	2	1	13	11	18	13	13	13	13	15	11	12	16	11	16	14
14200	1	15	16	9	0	13	18	13	17	19	16	17	14	14	16	0	13	21	9	3	10	13	8	14	16	17	18	16	17	15	18	10	15	16	15	16	16	15	17	20	13	16	4	15	13	15	1	2	16	12	20	12	15	14	14	17	13	15	19	16	14	16
18860	5	12	16	15	6	10	14	12	14	15	15	14	12	14	16	0	12	11	13	9	16	12	12	12	11	14	14	16	16	12	14	11	16	13	16	12	14	12	13	17	16	11	13	13	13	16	1	5	12	12	17	12	16	15	12	13	12	16	16	9	12	12
38296	7	11	14	10	9	11	15	10	14	15	14	14	13	13	14	0	12	14	12	11	14	11	11	15	12	13	15	14	14	12	15	13	14	14	14	12	14	14	15	17	14	12	12	12	13	14	2	6	12	12	17	12	14	10	12	15	13	14	15	12	12	13
25966	9	12	14	14	9	11	15	14	15	16	13	15	10	13	14	0	11	16	12	12	12	12	12	12	12	11	15	14	12	11	15	11	14	14	12	14	15	10	14	17	14	14	14	11	10	14	2	9	13	11	17	12	14	10	12	14	12	12	16	13	13	13
41114	7	8	14	14	6	11	14	13	13	15	14	13	11	13	14	0	12	12	14	16	13	10	11	11	10	13	14	14	13	12	14	10	14	12	14	10	13	12	13	19	13	10	13	14	12	14	2	9	12	11	19	12	14	12	12	13	13	13	15	11	11	12
21378	5	15	13	12	5	15	16	11	15	16	13	15	11	12	13	0	13	8	11	10	12	11	12	14	14	9	16	13	11	13	16	12	13	13	12	11	14	14	16	16	12	11	14	12	11	12	1	6	15	14	16	10	13	12	14	16	11	12	16	15	11	15
34278	6	14	12	13	8	8	16	11	16	16	11	16	12	11	12	0	14	12	11	13	12	11	12	14	13	11	16	13	10	10	16	12	13	14	13	13	15	16	16	18	12	13	14	13	7	13	1	5	14	13	18	10	13	11	14	16	10	12	16	13	16	14
2725	7	12	13	11	6	12	15	12	15	15	13	15	12	12	13	0	13	12	11	12	12	12	11	12	12	12	15	13	11	11	15	13	13	14	11	12	15	13	14	17	12	12	16	11	12	12	2	9	13	12	17	12	13	12	13	14	11	11	15	12	12	13
41129	7	12	15	13	7	9	14	13	13	15	14	13	9	15	15	0	12	12	12	12	15	9	13	10	10	13	14	15	14	11	14	13	15	12	14	12	13	10	13	17	15	12	12	12	12	15	2	7	12	11	17	13	15	14	12	13	15	14	15	12	12	13
403	4	11	14	12	4	14	15	12	15	16	13	15	10	13	14	0	14	10	14	16	13	10	13	10	12	13	15	15	15	11	15	11	15	12	15	10	13	11	14	19	13	10	11	15	11	15	1	4	14	11	19	11	15	11	14	14	12	15	16	14	15	14
7480	4	11	14	12	4	16	16	11	15	16	14	15	15	13	14	0	12	13	11	11	10	12	13	11	13	13	16	14	12	13	16	9	14	15	13	13	15	13	14	18	11	13	11	12	11	13	1	4	13	13	18	13	14	12	13	14	11	13	16	12	13	13
35543	0	10	15	11	0	12	16	14	14	16	15	14	11	15	15	0	18	13	14	2	14	11	12	14	14	12	16	15	13	14	16	15	14	12	13	12	12	13	16	16	14	12	5	13	10	14	1	0	17	18	16	14	15	15	18	16	15	13	16	11	11	17
24673	10	11	14	14	6	10	13	12	12	14	14	12	11	13	14	0	10	9	12	15	13	10	13	11	9	12	13	14	12	11	13	10	14	12	13	11	12	12	13	18	13	11	11	12	14	13	3	15	12	11	18	11	14	12	11	13	12	13	14	12	11	12
24129	8	11	14	12	8	12	13	12	13	14	14	13	12	13	14	0	11	11	13	11	12	11	12	11	11	10	13	14	15	13	13	10	14	13	14	13	13	11	12	15	13	13	13	13	10	14	2	9	11	11	15	12	14	13	11	12	12	14	14	9	11	11
